codigo,nombre,tipo,nivel,padre_codigo,descripcion,estado,es_debito,registra_tercero
191036,FLOTA Y EQUIPO FLUVIAL Y-O MARITIMO ,activo,4,1910,,1,1,0
19103601,Flota Y Equipo Fluvial Y-O Maritimo ,activo,5,191036,,1,1,1
191040,FLOTA Y EQUIPO AEREO ,activo,4,1910,,1,1,0
19104001,Flota Y Equipo Aereo ,activo,5,191040,,1,1,1
191044,FLOTA Y EQUIPO FERREO ,activo,4,1910,,1,1,0
19104401,Flota Y Equipo Ferreo ,activo,5,191044,,1,1,1
191048,ACUEDUCTOS PLANTAS Y REDES ,activo,4,1910,,1,1,0
19104801,Acueductos Plantas Y Redes ,activo,5,191048,,1,1,1
191052,ARMAMENTO DE VIGILANCIA ,activo,4,1910,,1,1,0
19105201,Armamento De Vigilancia ,activo,5,191052,,1,1,1
191056,ENVASES Y EMPAQUES ,activo,4,1910,,1,1,0
19105601,Envases Y Empaques ,activo,5,191056,,1,1,1
191060,PLANTACIONES AGRICOLAS Y FORESTALES ,activo,4,1910,,1,1,0
19106001,Plantaciones Agricolas Y Forestales ,activo,5,191060,,1,1,1
191064,VIAS DE COMUNICACION ,activo,4,1910,,1,1,0
19106401,Vias De Comunicacion ,activo,5,191064,,1,1,1
191068,MINAS Y CANTERAS ,activo,4,1910,,1,1,0
19106801,Minas Y Canteras ,activo,5,191068,,1,1,1
191072,POZOS ARTESIANOS ,activo,4,1910,,1,1,0
19107201,Pozos Artesianos ,activo,5,191072,,1,1,1
191076,YACIMIENTOS ,activo,4,1910,,1,1,0
19107601,Yacimientos ,activo,5,191076,,1,1,1
191080,SEMOVIENTES ,activo,4,1910,,1,1,0
19108001,Semovientes ,activo,5,191080,,1,1,1
1995,DE OTROS ACTIVOS ,activo,3,19,,1,1,0
199505,BIENES DE ARTE Y CULTURA ,activo,4,1995,,1,1,0
19950501,Bienes De Arte Y Cultura ,activo,5,199505,,1,1,1
199510,BIENES ENTREGADOS EN COMODATO ,activo,4,1995,,1,1,0
19951001,Bienes Entregados En Comodato ,activo,5,199510,,1,1,1
199515,BIENES RECIBIDOS EN PAGO ,activo,4,1995,,1,1,0
19951501,Bienes Recibidos En Pago ,activo,5,199515,,1,1,1
199520,INVENTARIO DE SEMOVIENTES ,activo,4,1995,,1,1,0
19952001,Inventario De Semovientes ,activo,5,199520,,1,1,1
2,PASIVO ,pasivo,1,null,Obligaciones y deudas de la empresa frente a terceros. Nat. Credito Forma de Uso. Se abona (credito) cuando aumentan los pasivos y se carga (debito) cuando disminuyen.,1,0,0
21,OBLIGACIONES FINANCIERAS ,pasivo,2,2,Prestamos y creditos adquiridos. Nat. Credito Forma de Uso. Registra deudas con entidades financieras.,1,0,0
2105,BANCOS NACIONALES ,pasivo,3,21,Prestamos adquiridos con bancos locales. Nat. Credito Forma de Uso. Registra creditos bancarios internos.,1,0,0
210505,SOBREGIROS ,pasivo,4,2105,,1,0,0
21050501,Sobregiros ,pasivo,5,210505,,1,0,1
210510,PAGARES ,pasivo,4,2105,,1,0,0
21051001,Pagares ,pasivo,5,210510,,1,0,1
210515,CARTAS DE CREDITO ,pasivo,4,2105,,1,0,0
21051501,Cartas De Credito ,pasivo,5,210515,,1,0,1
210520,ACEPTACIONES BANCARIAS ,pasivo,4,2105,,1,0,0
21052001,Aceptaciones Bancarias ,pasivo,5,210520,,1,0,1
2110,BANCOS DEL EXTERIOR ,pasivo,3,21,Prestamos adquiridos con bancos extranjeros. Nat. Credito Forma de Uso. Registra creditos bancarios internacionales.,1,0,0
211005,SOBREGIROS ,pasivo,4,2110,,1,0,0
21100501,Sobregiros ,pasivo,5,211005,,1,0,1
211010,PAGARES ,pasivo,4,2110,,1,0,0
21101001,Pagares ,pasivo,5,211010,,1,0,1
211015,CARTAS DE CREDITO ,pasivo,4,2110,,1,0,0
21101501,Cartas De Credito ,pasivo,5,211015,,1,0,1
211020,ACEPTACIONES BANCARIAS ,pasivo,4,2110,,1,0,0
21102001,Aceptaciones Bancarias ,pasivo,5,211020,,1,0,1
2115,CORPORACIONES FINANCIERAS ,pasivo,3,21,,1,0,0
211505,PAGARES ,pasivo,4,2115,,1,0,0
21150501,Pagares ,pasivo,5,211505,,1,0,1
211510,ACEPTACIONES FINANCIERAS ,pasivo,4,2115,,1,0,0
21151001,Aceptaciones Financieras ,pasivo,5,211510,,1,0,1
211515,CARTAS DE CREDITO ,pasivo,4,2115,,1,0,0
21151501,Cartas De Credito ,pasivo,5,211515,,1,0,1
2120,COMPAnIAS DE FINANCIAMIENTO COMERCIAL ,pasivo,3,21,,1,0,0
212005,PAGARES ,pasivo,4,2120,,1,0,0
21200501,Pagares ,pasivo,5,212005,,1,0,1
212010,ACEPTACIONES FINANCIERAS ,pasivo,4,2120,,1,0,0
21201001,Aceptaciones Financieras ,pasivo,5,212010,,1,0,1
2125,CORPORACIONES DE AHORRO Y VIVIENDA ,pasivo,3,21,,1,0,0
212505,SOBREGIROS ,pasivo,4,2125,,1,0,0
21250501,Sobregiros ,pasivo,5,212505,,1,0,1
212510,PAGARES ,pasivo,4,2125,,1,0,0
21251001,Pagares ,pasivo,5,212510,,1,0,1
212515,HIPOTECARIAS ,pasivo,4,2125,,1,0,0
21251501,Hipotecarias ,pasivo,5,212515,,1,0,1
2130,ENTIDADES FINANCIERAS DEL EXTERIOR ,pasivo,3,21,,1,0,0
2135,COMPROMISOS DE RECOMPRA DE INVERSIONES NEGOCIADAS ,pasivo,3,21,,1,0,0
213505,ACCIONES ,pasivo,4,2135,,1,0,0
21350501,Acciones ,pasivo,5,213505,,1,0,1
213510,CUOTAS O PARTES DE INTERES SOCIAL ,pasivo,4,2135,,1,0,0
21351001,Cuotas O Partes De Interes Social ,pasivo,5,213510,,1,0,1
213515,BONOS ,pasivo,4,2135,,1,0,0
21351501,Bonos ,pasivo,5,213515,,1,0,1
213520,CEDULAS ,pasivo,4,2135,,1,0,0
21352001,Cedulas ,pasivo,5,213520,,1,0,1
213525,CERTIFICADOS ,pasivo,4,2135,,1,0,0
21352501,Certificados ,pasivo,5,213525,,1,0,1
213530,PAPELES COMERCIALES ,pasivo,4,2135,,1,0,0
21353001,Papeles Comerciales ,pasivo,5,213530,,1,0,1
213535,TITULOS ,pasivo,4,2135,,1,0,0
21353501,Titulos ,pasivo,5,213535,,1,0,1
213540,ACEPTACIONES BANCARIAS O FINANCIERAS ,pasivo,4,2135,,1,0,0
21354001,Aceptaciones Bancarias O Financieras ,pasivo,5,213540,,1,0,1
213595,OTROS ,pasivo,4,2135,,1,0,0
21359501,Otros ,pasivo,5,213595,,1,0,1
2140,COMPROMISOS DE RECOMPRA DE CARTERA NEGOCIADA ,pasivo,3,21,,1,0,0
2145,OBLIGACIONES GUBERNAMENTALES ,pasivo,3,21,,1,0,0
214505,GOBIERNO NACIONAL ,pasivo,4,2145,,1,0,0
21450501,Gobierno Nacional ,pasivo,5,214505,,1,0,1
214510,ENTIDADES OFICIALES ,pasivo,4,2145,,1,0,0
21451001,Entidades Oficiales ,pasivo,5,214510,,1,0,1
2195,OTRAS OBLIGACIONES ,pasivo,3,21,,1,0,0
219505,PARTICULARES ,pasivo,4,2195,,1,0,0
21950501,Particulares ,pasivo,5,219505,,1,0,1
219510,COMPAnIAS VINCULADAS ,pasivo,4,2195,,1,0,0
21951001,Companias Vinculadas ,pasivo,5,219510,,1,0,1
219515,CASA MATRIZ ,pasivo,4,2195,,1,0,0
21951501,Casa Matriz ,pasivo,5,219515,,1,0,1
219520,SOCIOS O ACCIONISTAS ,pasivo,4,2195,,1,0,0
21952001,Socios O Accionistas ,pasivo,5,219520,,1,0,1
219525,FONDOS Y COOPERATIVAS ,pasivo,4,2195,,1,0,0
21952501,Fondos Y Cooperativas ,pasivo,5,219525,,1,0,1
219595,OTRAS ,pasivo,4,2195,,1,0,0
21959501,Otras ,pasivo,5,219595,,1,0,1
22,PROVEEDORES ,pasivo,2,2,Obligaciones por compras a credito. Nat. Credito Forma de Uso. Registra facturas de proveedores pendientes de pago.,1,0,0
2205,NACIONALES ,pasivo,3,22,Facturas por pagar a proveedores locales. Nat. Credito Forma de Uso. Control de deudas con proveedores en Colombia.,1,0,0
2210,DEL EXTERIOR ,pasivo,3,22,Facturas por pagar a proveedores internacionales. Nat. Credito Forma de Uso. Control de deudas con proveedores extranjeros.,1,0,0
2215,CUENTAS CORRIENTES COMERCIALES ,pasivo,3,22,,1,0,0
2220,CASA MATRIZ ,pasivo,3,22,,1,0,0
2225,COMPAnIAS VINCULADAS ,pasivo,3,22,,1,0,0
23,CUENTAS POR PAGAR ,pasivo,2,2,Otras deudas con terceros distintas a proveedores. Nat. Credito Forma de Uso. Registra diversas obligaciones con terceros.,1,0,0
2305,CUENTAS CORRIENTES COMERCIALES ,pasivo,3,23,Deudas con empresas vinculadas. Nat. Credito Forma de Uso. Control de obligaciones con partes relacionadas.,1,0,0
2310,A CASA MATRIZ ,pasivo,3,23,Obligacion de distribuir utilidades a socios. Nat. Credito Forma de Uso. Registra dividendos declarados y no pagados.,1,0,0
2315,A COMPAnIAS VINCULADAS ,pasivo,3,23,,1,0,0
2320,A CONTRATISTAS ,pasivo,3,23,,1,0,0
2330,ORDENES DE COMPRA POR UTILIZAR ,pasivo,3,23,,1,0,0
2335,COSTOS Y GASTOS POR PAGAR ,pasivo,3,23,,1,0,0
233505,GASTOS FINANCIEROS ,pasivo,4,2335,,1,0,0
23350501,Gastos Financieros ,pasivo,5,233505,,1,0,1
233510,GASTOS LEGALES ,pasivo,4,2335,,1,0,0
23351001,Gastos Legales ,pasivo,5,233510,,1,0,1
233515,LIBROS- SUSCRIPCIONES- PERIODICOS Y REVISTAS ,pasivo,4,2335,,1,0,0
23351501,Libros- Suscripciones- Periodicos Y Revistas ,pasivo,5,233515,,1,0,1
233520,COMISIONES ,pasivo,4,2335,,1,0,0
23352001,Comisiones ,pasivo,5,233520,,1,0,1
233525,HONORARIOS ,pasivo,4,2335,,1,0,0
23352501,Honorarios ,pasivo,5,233525,,1,0,1
233530,SERVICIOS TECNICOS ,pasivo,4,2335,,1,0,0
23353001,Servicios Tecnicos ,pasivo,5,233530,,1,0,1
233535,SERVICIOS DE MANTENIMIENTO ,pasivo,4,2335,,1,0,0
23353501,Servicios De Mantenimiento ,pasivo,5,233535,,1,0,1
233540,ARRENDAMIENTOS ,pasivo,4,2335,,1,0,0
23354001,Arrendamientos ,pasivo,5,233540,,1,0,1
233545,TRANSPORTES- FLETES Y ACARREOS ,pasivo,4,2335,,1,0,0
23354501,Transportes- Fletes Y Acarreos ,pasivo,5,233545,,1,0,1
233550,SERVICIOS PUBLICOS ,pasivo,4,2335,,1,0,0
23355001,Servicios Publicos ,pasivo,5,233550,,1,0,1
233555,SEGUROS ,pasivo,4,2335,,1,0,0
23355501,Seguros ,pasivo,5,233555,,1,0,1
233560,GASTOS DE VIAJE ,pasivo,4,2335,,1,0,0
23356001,Gastos De Viaje ,pasivo,5,233560,,1,0,1
233565,GASTOS DE REPRESENTACION Y RELACIONES PUBLICAS ,pasivo,4,2335,,1,0,0
23356501,Gastos De Representacion Y Relaciones Publicas ,pasivo,5,233565,,1,0,1
233570,SERVICIOS ADUANEROS ,pasivo,4,2335,,1,0,0
23357001,Servicios Aduaneros ,pasivo,5,233570,,1,0,1
233595,OTROS ,pasivo,4,2335,,1,0,0
23359501,Otros ,pasivo,5,233595,,1,0,1
2340,INSTALAMENTOS POR PAGAR ,pasivo,3,23,,1,0,0
2345,ACREEDORES OFICIALES ,pasivo,3,23,,1,0,0
2350,REGALIAS POR PAGAR ,pasivo,3,23,,1,0,0
2355,DEUDAS CON ACCIONISTAS O SOCIOS ,pasivo,3,23,,1,0,0
235505,ACCIONISTAS ,pasivo,4,2355,,1,0,0
23550501,Accionistas ,pasivo,5,235505,,1,0,1
235510,SOCIOS ,pasivo,4,2355,,1,0,0
23551001,Socios ,pasivo,5,235510,,1,0,1
2360,DIVIDENDOS O PARTICIPACIONES POR PAGAR ,pasivo,3,23,,1,0,0
236005,DIVIDENDOS ,pasivo,4,2360,,1,0,0
23600501,Dividendos ,pasivo,5,236005,,1,0,1
236010,PARTICIPACIONES ,pasivo,4,2360,,1,0,0
23601001,Participaciones ,pasivo,5,236010,,1,0,1
2365,RETENCION EN LA FUENTE ,pasivo,3,23,,1,0,0
236505,SALARIOS Y PAGOS LABORALES ,pasivo,4,2365,,1,0,0
23650501,Salarios Y Pagos Laborales ,pasivo,5,236505,,1,0,1
236510,DIVIDENDOS Y-O PARTICIPACIONES ,pasivo,4,2365,,1,0,0
23651001,Dividendos Y-O Participaciones ,pasivo,5,236510,,1,0,1
236515,HONORARIOS ,pasivo,4,2365,,1,0,0
23651501,Honorarios ,pasivo,5,236515,,1,0,1
236520,COMISIONES ,pasivo,4,2365,,1,0,0
23652001,Comisiones ,pasivo,5,236520,,1,0,1
236525,SERVICIOS ,pasivo,4,2365,,1,0,0
23652501,Servicios ,pasivo,5,236525,,1,0,1
236530,ARRENDAMIENTOS ,pasivo,4,2365,,1,0,0
23653001,Arrendamientos ,pasivo,5,236530,,1,0,1
236535,RENDIMIENTOS FINANCIEROS ,pasivo,4,2365,,1,0,0
23653501,Rendimientos Financieros ,pasivo,5,236535,,1,0,1
236540,COMPRAS ,pasivo,4,2365,,1,0,0
23654001,Compras ,pasivo,5,236540,,1,0,1
236545,LOTERIAS- RIFAS- APUESTAS Y SIMILARES ,pasivo,4,2365,,1,0,0
23654501,Loterias- Rifas- Apuestas Y Similares ,pasivo,5,236545,,1,0,1
236550,POR PAGOS AL EXTERIOR ,pasivo,4,2365,,1,0,0
23655001,Por Pagos Al Exterior ,pasivo,5,236550,,1,0,1
236555,POR INGRESOS OBTENIDOS EN EL EXTERIOR ,pasivo,4,2365,,1,0,0
23655501,Por Ingresos Obtenidos En El Exterior ,pasivo,5,236555,,1,0,1
236560,ENAJENACION PROPIEDADES PLANTA Y EQUIPO PERSONAS NATURALES ,pasivo,4,2365,,1,0,0
23656001,Enajenacion Propiedades Planta Y Equipo Personas Naturales ,pasivo,5,236560,,1,0,1
236565,POR IMPUESTO DE TIMBRE ,pasivo,4,2365,,1,0,0
23656501,Por Impuesto De Timbre ,pasivo,5,236565,,1,0,1
236570,OTRAS RETENCIONES Y PATRIMONIO ,pasivo,4,2365,,1,0,0
23657001,Otras Retenciones Y Patrimonio ,pasivo,5,236570,,1,0,1
236575,AUTORRETENCIONES ,pasivo,4,2365,,1,0,0
23657501,Autorretenciones ,pasivo,5,236575,,1,0,1
2370,RETENCIONES Y APORTES DE NOMINA ,pasivo,3,23,,1,0,0
237005,APORTES AL I.S.S. ,pasivo,4,2370,,1,0,0
23700501,Aportes Al I.S.S. ,pasivo,5,237005,,1,0,1
237010,APORTES AL I.C.B.F.- SENA Y CAJAS DE COMPENSACION ,pasivo,4,2370,,1,0,0
23701001,Aportes Al I.C.B.F.- Sena Y Cajas De Compensacion ,pasivo,5,237010,,1,0,1
237015,APORTES AL F.I.C. ,pasivo,4,2370,,1,0,0
23701501,Aportes Al F.I.C. ,pasivo,5,237015,,1,0,1
237025,EMBARGOS JUDICIALES ,pasivo,4,2370,,1,0,0
23702501,Embargos Judiciales ,pasivo,5,237025,,1,0,1
237030,LIBRANZAS ,pasivo,4,2370,,1,0,0
23703001,Libranzas ,pasivo,5,237030,,1,0,1
237035,SINDICATOS ,pasivo,4,2370,,1,0,0
23703501,Sindicatos ,pasivo,5,237035,,1,0,1
237040,COOPERATIVAS ,pasivo,4,2370,,1,0,0
23704001,Cooperativas ,pasivo,5,237040,,1,0,1
237045,FONDOS ,pasivo,4,2370,,1,0,0
23704501,Fondos ,pasivo,5,237045,,1,0,1
237095,OTROS ,pasivo,4,2370,,1,0,0
23709501,Otros ,pasivo,5,237095,,1,0,1
2375,CUOTAS POR DEVOLVER ,pasivo,3,23,,1,0,0
2380,ACREEDORES VARIOS ,pasivo,3,23,,1,0,0
238005,DEPOSITARIOS ,pasivo,4,2380,,1,0,0
23800501,Depositarios ,pasivo,5,238005,,1,0,1
238010,COMISIONISTAS DE BOLSAS ,pasivo,4,2380,,1,0,0
23801001,Comisionistas De Bolsas ,pasivo,5,238010,,1,0,1
238015,SOCIEDAD ADMINISTRADORA - FONDOS DE INVERSION ,pasivo,4,2380,,1,0,0
23801501,Sociedad Administradora - Fondos De Inversion ,pasivo,5,238015,,1,0,1
238020,REINTEGROS POR PAGAR ,pasivo,4,2380,,1,0,0
23802001,Reintegros Por Pagar ,pasivo,5,238020,,1,0,1
238025,FONDO DE PERSEVERANCIA ,pasivo,4,2380,,1,0,0
23802501,Fondo De Perseverancia ,pasivo,5,238025,,1,0,1
238030,FONDOS DE CESANTIAS Y-O PENSIONES ,pasivo,4,2380,,1,0,0
23803001,Fondos De Cesantias Y-O Pensiones ,pasivo,5,238030,,1,0,1
238035,DONACIONES ASIGNADAS POR PAGAR ,pasivo,4,2380,,1,0,0
23803501,Donaciones Asignadas Por Pagar ,pasivo,5,238035,,1,0,1
238095,OTROS ,pasivo,4,2380,,1,0,0
23809501,Otros ,pasivo,5,238095,,1,0,1
24,IMPUESTOS- GRAVAMENES Y TASAS ,pasivo,2,2,Obligaciones fiscales de la empresa. Nat. Credito Forma de Uso. Registra impuestos a cargo como IVA- renta- ICA.,1,0,0
2404,DE RENTA Y COMPLEMENTARIOS ,pasivo,3,24,IVA generado pendiente de pago a la DIAN. Nat. Credito Forma de Uso. Registra IVA de ventas que debe ser declarado.,1,0,0
240405,VIGENCIA FISCAL CORRIENTE ,pasivo,4,2404,,1,0,0
24040501,Vigencia Fiscal Corriente ,pasivo,5,240405,,1,0,1
240410,VIGENCIAS FISCALES ANTERIORES ,pasivo,4,2404,,1,0,0
24041001,Vigencias Fiscales Anteriores ,pasivo,5,240410,,1,0,1
2408,IMPUESTO SOBRE LAS VENTAS POR PAGAR ,pasivo,3,24,,1,0,0
240801,IVA GENERADO POR VENTAS,pasivo,4,2408,,1,0,0
24080101,Iva Generado Por Ventas,pasivo,5,240801,,1,0,1
240802,IVA DESCONTABLE POR COMPRAS,pasivo,4,2408,,1,0,0
24080201,Iva Descontable Por Compras,pasivo,5,240802,,1,0,1
240803,IVA DESCONTABLE POR GASTOS,pasivo,4,2408,,1,0,0
24080301,Iva Descontable Por Gastos,pasivo,5,240803,,1,0,1
240890,PAGO IVA,pasivo,4,2408,,1,0,0
24089001,Pago Iva,pasivo,5,240890,,1,0,1
2412,DE INDUSTRIA Y COMERCIO ,pasivo,3,24,,1,0,0
241205,VIGENCIA FISCAL CORRIENTE ,pasivo,4,2412,,1,0,0
24120501,Vigencia Fiscal Corriente ,pasivo,5,241205,,1,0,1
241210,VIGENCIAS FISCALES ANTERIORES ,pasivo,4,2412,,1,0,0
24121001,Vigencias Fiscales Anteriores ,pasivo,5,241210,,1,0,1
2416,A LA PROPIEDAD RAIZ ,pasivo,3,24,,1,0,0
2420,DERECHOS SOBRE INSTRUMENTOS PUBLICOS ,pasivo,3,24,,1,0,0
2424,DE VALORIZACION ,pasivo,3,24,,1,0,0
242405,VIGENCIA FISCAL CORRIENTE ,pasivo,4,2424,,1,0,0
24240501,Vigencia Fiscal Corriente ,pasivo,5,242405,,1,0,1
242410,VIGENCIAS FISCALES ANTERIORES ,pasivo,4,2424,,1,0,0
24241001,Vigencias Fiscales Anteriores ,pasivo,5,242410,,1,0,1
2428,DE TURISMO ,pasivo,3,24,,1,0,0
2432,TASA POR UTILIZACION DE PUERTOS ,pasivo,3,24,,1,0,0
2436,DE VEHICULOS ,pasivo,3,24,,1,0,0
243605,VIGENCIA FISCAL CORRIENTE ,pasivo,4,2436,,1,0,0
24360501,Vigencia Fiscal Corriente ,pasivo,5,243605,,1,0,1
243610,VIGENCIAS FISCALES ANTERIORES ,pasivo,4,2436,,1,0,0
24361001,Vigencias Fiscales Anteriores ,pasivo,5,243610,,1,0,1
2440,DE ESPECTACULOS PUBLICOS ,pasivo,3,24,,1,0,0
2444,DE HIDROCARBUROS Y MINAS ,pasivo,3,24,,1,0,0
244405,DE HIDROCARBUROS ,pasivo,4,2444,,1,0,0
24440501,De Hidrocarburos ,pasivo,5,244405,,1,0,1
244410,DE MINAS ,pasivo,4,2444,,1,0,0
24441001,De Minas ,pasivo,5,244410,,1,0,1
2448,REGALIAS E IMPUESTOS A LA PEQUEnA Y MEDIANA MINERIA ,pasivo,3,24,,1,0,0
2452,A LAS EXPORTACIONES CAFETERAS ,pasivo,3,24,,1,0,0
2456,A LAS IMPORTACIONES ,pasivo,3,24,,1,0,0
2460,CUOTAS DE FOMENTO ,pasivo,3,24,,1,0,0
2464,DE LICORES- CERVEZAS Y CIGARRILLOS ,pasivo,3,24,,1,0,0
246405,DE LICORES ,pasivo,4,2464,,1,0,0
24640501,De Licores ,pasivo,5,246405,,1,0,1
246410,DE CERVEZAS ,pasivo,4,2464,,1,0,0
24641001,De Cervezas ,pasivo,5,246410,,1,0,1
246415,DE CIGARRILLOS ,pasivo,4,2464,,1,0,0
24641501,De Cigarrillos ,pasivo,5,246415,,1,0,1
2468,AL SACRIFICIO DE GANADO ,pasivo,3,24,,1,0,0
2472,AL AZAR Y JUEGOS ,pasivo,3,24,,1,0,0
2476,GRAVAMENES Y REGALIAS POR UTILIZACION DEL SUELO ,pasivo,3,24,,1,0,0
2495,OTROS ,pasivo,3,24,,1,0,0
25,OBLIGACIONES LABORALES ,pasivo,2,2,Compromisos de la empresa con empleados. Nat. Credito Forma de Uso. Registra salarios- prestaciones y aportes pendientes.,1,0,0
2505,SALARIOS POR PAGAR ,pasivo,3,25,Sueldos causados pendientes de pago. Nat. Credito Forma de Uso. Control de obligaciones laborales con empleados.,1,0,0
2510,CESANTIAS CONSOLIDADAS ,pasivo,3,25,,1,0,0
251005,LEY LABORAL ANTERIOR ,pasivo,4,2510,,1,0,0
25100501,Ley Laboral Anterior ,pasivo,5,251005,,1,0,1
251010,LEY 50 DE 1990 Y NORMAS POSTERIORES ,pasivo,4,2510,,1,0,0
25101001,Ley 50 De 1990 Y Normas Posteriores ,pasivo,5,251010,,1,0,1
2515,INTERESES SOBRE CESANTIAS ,pasivo,3,25,,1,0,0
2520,PRIMA DE SERVICIOS ,pasivo,3,25,,1,0,0
2525,VACACIONES CONSOLIDADAS ,pasivo,3,25,,1,0,0
2530,PRESTACIONES EXTRALEGALES ,pasivo,3,25,,1,0,0
253005,PRIMAS ,pasivo,4,2530,,1,0,0
25300501,Primas ,pasivo,5,253005,,1,0,1
253010,AUXILIOS ,pasivo,4,2530,,1,0,0
25301001,Auxilios ,pasivo,5,253010,,1,0,1
253015,DOTACION Y SUMINISTRO A TRABAJADORES ,pasivo,4,2530,,1,0,0
25301501,Dotacion Y Suministro A Trabajadores ,pasivo,5,253015,,1,0,1
253020,BONIFICACIONES ,pasivo,4,2530,,1,0,0
25302001,Bonificaciones ,pasivo,5,253020,,1,0,1
253025,SEGUROS ,pasivo,4,2530,,1,0,0
25302501,Seguros ,pasivo,5,253025,,1,0,1
253095,OTRAS ,pasivo,4,2530,,1,0,0
25309501,Otras ,pasivo,5,253095,,1,0,1
2532,PENSIONES POR PAGAR ,pasivo,3,25,,1,0,0
2535,CUOTAS PARTES PENSIONES DE JUBILACION ,pasivo,3,25,,1,0,0
2540,INDEMNIZACIONES LABORALES ,pasivo,3,25,,1,0,0
26,PASIVOS ESTIMADOS Y PROVISIONES ,pasivo,2,2,,1,0,0
2605,PARA COSTOS Y GASTOS ,pasivo,3,26,,1,0,0
260505,INTERESES ,pasivo,4,2605,,1,0,0
26050501,Intereses ,pasivo,5,260505,,1,0,1
260510,COMISIONES ,pasivo,4,2605,,1,0,0
26051001,Comisiones ,pasivo,5,260510,,1,0,1
260515,HONORARIOS ,pasivo,4,2605,,1,0,0
26051501,Honorarios ,pasivo,5,260515,,1,0,1
260520,SERVICIOS TECNICOS ,pasivo,4,2605,,1,0,0
26052001,Servicios Tecnicos ,pasivo,5,260520,,1,0,1
260525,TRANSPORTES- FLETES Y ACARREOS ,pasivo,4,2605,,1,0,0
26052501,Transportes- Fletes Y Acarreos ,pasivo,5,260525,,1,0,1
260530,GASTOS DE VIAJE ,pasivo,4,2605,,1,0,0
26053001,Gastos De Viaje ,pasivo,5,260530,,1,0,1
260535,SERVICIOS PUBLICOS ,pasivo,4,2605,,1,0,0
26053501,Servicios Publicos ,pasivo,5,260535,,1,0,1
260540,REGALIAS ,pasivo,4,2605,,1,0,0
26054001,Regalias ,pasivo,5,260540,,1,0,1
260545,GARANTIAS ,pasivo,4,2605,,1,0,0
26054501,Garantias ,pasivo,5,260545,,1,0,1
260550,MATERIALES Y REPUESTOS ,pasivo,4,2605,,1,0,0
26055001,Materiales Y Repuestos ,pasivo,5,260550,,1,0,1
260595,OTROS ,pasivo,4,2605,,1,0,0
26059501,Otros ,pasivo,5,260595,,1,0,1
2610,PARA OBLIGACIONES LABORALES ,pasivo,3,26,,1,0,0
261005,CESANTIAS ,pasivo,4,2610,,1,0,0
26100501,Cesantias ,pasivo,5,261005,,1,0,1
261010,INTERESES SOBRE CESANTIAS ,pasivo,4,2610,,1,0,0
26101001,Intereses Sobre Cesantias ,pasivo,5,261010,,1,0,1
261015,VACACIONES ,pasivo,4,2610,,1,0,0
26101501,Vacaciones ,pasivo,5,261015,,1,0,1
261020,PRIMA DE SERVICIOS ,pasivo,4,2610,,1,0,0
26102001,Prima De Servicios ,pasivo,5,261020,,1,0,1
261025,PRESTACIONES EXTRALEGALES ,pasivo,4,2610,,1,0,0
26102501,Prestaciones Extralegales ,pasivo,5,261025,,1,0,1
261030,VIATICOS ,pasivo,4,2610,,1,0,0
26103001,Viaticos ,pasivo,5,261030,,1,0,1
261095,OTRAS ,pasivo,4,2610,,1,0,0
26109501,Otras ,pasivo,5,261095,,1,0,1
2615,PARA OBLIGACIONES FISCALES ,pasivo,3,26,,1,0,0
261505,DE RENTA Y COMPLEMENTARIOS ,pasivo,4,2615,,1,0,0
26150501,De Renta Y Complementarios ,pasivo,5,261505,,1,0,1
261510,DE INDUSTRIA Y COMERCIO ,pasivo,4,2615,,1,0,0
26151001,De Industria Y Comercio ,pasivo,5,261510,,1,0,1
261515,TASA POR UTILIZACION DE PUERTOS ,pasivo,4,2615,,1,0,0
26151501,Tasa Por Utilizacion De Puertos ,pasivo,5,261515,,1,0,1
261520,DE VEHICULOS ,pasivo,4,2615,,1,0,0
26152001,De Vehiculos ,pasivo,5,261520,,1,0,1
261525,DE HIDROCARBUROS Y MINAS ,pasivo,4,2615,,1,0,0
26152501,De Hidrocarburos Y Minas ,pasivo,5,261525,,1,0,1
261595,OTROS ,pasivo,4,2615,,1,0,0
26159501,Otros ,pasivo,5,261595,,1,0,1
2620,PENSIONES DE JUBILACION ,pasivo,3,26,,1,0,0
262005,CALCULO ACTUARIAL PENSIONES DE JUBILACION ,pasivo,4,2620,,1,0,0
26200501,Calculo Actuarial Pensiones De Jubilacion ,pasivo,5,262005,,1,0,1
262010,PENSIONES DE JUBILACION POR AMORTIZAR (DB) ,pasivo,4,2620,,1,0,0
26201001,Pensiones De Jubilacion Por Amortizar (Db) ,pasivo,5,262010,,1,0,1
2625,PARA OBRAS DE URBANISMO ,pasivo,3,26,,1,0,0
262505,ACUEDUCTO Y ALCANTARILLADO ,pasivo,4,2625,,1,0,0
26250501,Acueducto Y Alcantarillado ,pasivo,5,262505,,1,0,1
262510,ENERGIA ELECTRICA ,pasivo,4,2625,,1,0,0
26251001,Energia Electrica ,pasivo,5,262510,,1,0,1
262515,TELEFONOS ,pasivo,4,2625,,1,0,0
26251501,Telefonos ,pasivo,5,262515,,1,0,1
262595,OTROS ,pasivo,4,2625,,1,0,0
26259501,Otros ,pasivo,5,262595,,1,0,1
