clase,grupo,cuenta,subcuenta,auxiliar,nombre,tipo,nivel,padre_id,descripcion,estado,codigo,registra_tercero,nombre_clase,REG
1,15,56,99,01,Ajustes Por Inflacion ,activo,5,1,,1,15569901,1,Clase 1,835
1,15,60,,,ARMAMENTO DE VIGILANCIA ,activo,3,1,,1,1560,0,Clase 1,836
1,15,60,99,,AJUSTES POR INFLACION ,activo,4,1,,1,156099,0,Clase 1,837
1,15,60,99,01,Ajustes Por Inflacion ,activo,5,1,,1,15609901,1,Clase 1,838
1,15,62,,,ENVASES Y EMPAQUES ,activo,3,1,,1,1562,0,Clase 1,839
1,15,62,99,,AJUSTES POR INFLACION ,activo,4,1,,1,156299,0,Clase 1,840
1,15,62,99,01,Ajustes Por Inflacion ,activo,5,1,,1,15629901,1,Clase 1,841
1,15,64,,,PLANTACIONES AGRICOLAS Y FORESTALES ,activo,3,1,,1,1564,0,Clase 1,842
1,15,64,05,,CULTIVOS EN DESARROLLO ,activo,4,1,,1,156405,0,Clase 1,843
1,15,64,05,01,Cultivos En Desarrollo ,activo,5,1,,1,15640501,1,Clase 1,844
1,15,64,10,,CULTIVOS AMORTIZABLES ,activo,4,1,,1,156410,0,Clase 1,845
1,15,64,10,01,Cultivos Amortizables ,activo,5,1,,1,15641001,1,Clase 1,846
1,15,64,99,,AJUSTES POR INFLACION ,activo,4,1,,1,156499,0,Clase 1,847
1,15,64,99,01,Ajustes Por Inflacion ,activo,5,1,,1,15649901,1,Clase 1,848
1,15,68,,,VIAS DE COMUNICACION ,activo,3,1,,1,1568,0,Clase 1,849
1,15,68,05,,PAVIMENTACION Y PATIOS ,activo,4,1,,1,156805,0,Clase 1,850
1,15,68,05,01,Pavimentacion Y Patios ,activo,5,1,,1,15680501,1,Clase 1,851
1,15,68,10,,VIAS ,activo,4,1,,1,156810,0,Clase 1,852
1,15,68,10,01,Vias ,activo,5,1,,1,15681001,1,Clase 1,853
1,15,68,15,,PUENTES ,activo,4,1,,1,156815,0,Clase 1,854
1,15,68,15,01,Puentes ,activo,5,1,,1,15681501,1,Clase 1,855
1,15,68,20,,CALLES ,activo,4,1,,1,156820,0,Clase 1,856
1,15,68,20,01,Calles ,activo,5,1,,1,15682001,1,Clase 1,857
1,15,68,25,,AERODROMOS ,activo,4,1,,1,156825,0,Clase 1,858
1,15,68,25,01,Aerodromos ,activo,5,1,,1,15682501,1,Clase 1,859
1,15,68,95,,OTROS ,activo,4,1,,1,156895,0,Clase 1,860
1,15,68,95,01,Otros ,activo,5,1,,1,15689501,1,Clase 1,861
1,15,68,99,,AJUSTES POR INFLACION ,activo,4,1,,1,156899,0,Clase 1,862
1,15,68,99,01,Ajustes Por Inflacion ,activo,5,1,,1,15689901,1,Clase 1,863
1,15,72,,,MINAS Y CANTERAS ,activo,3,1,,1,1572,0,Clase 1,864
1,15,72,05,,MINAS ,activo,4,1,,1,157205,0,Clase 1,865
1,15,72,05,01,Minas ,activo,5,1,,1,15720501,1,Clase 1,866
1,15,72,10,,CANTERAS ,activo,4,1,,1,157210,0,Clase 1,867
1,15,72,10,01,Canteras ,activo,5,1,,1,15721001,1,Clase 1,868
1,15,72,99,,AJUSTES POR INFLACION ,activo,4,1,,1,157299,0,Clase 1,869
1,15,72,99,01,Ajustes Por Inflacion ,activo,5,1,,1,15729901,1,Clase 1,870
1,15,76,,,POZOS ARTESIANOS ,activo,3,1,,1,1576,0,Clase 1,871
1,15,76,99,,AJUSTES POR INFLACION ,activo,4,1,,1,157699,0,Clase 1,872
1,15,76,99,01,Ajustes Por Inflacion ,activo,5,1,,1,15769901,1,Clase 1,873
1,15,80,,,YACIMIENTOS ,activo,3,1,,1,1580,0,Clase 1,874
1,15,80,99,,AJUSTES POR INFLACION ,activo,4,1,,1,158099,0,Clase 1,875
1,15,80,99,01,Ajustes Por Inflacion ,activo,5,1,,1,15809901,1,Clase 1,876
1,15,84,,,SEMOVIENTES ,activo,3,1,,1,1584,0,Clase 1,877
1,15,84,05,,ESPECIES MENORES ,activo,4,1,,1,158405,0,Clase 1,878
1,15,84,05,01,Especies Menores ,activo,5,1,,1,15840501,1,Clase 1,879
1,15,84,10,,ESPECIES MAYORES ,activo,4,1,,1,158410,0,Clase 1,880
1,15,84,10,01,Especies Mayores ,activo,5,1,,1,15841001,1,Clase 1,881
1,15,84,99,,AJUSTES POR INFLACION ,activo,4,1,,1,158499,0,Clase 1,882
1,15,84,99,01,Ajustes Por Inflacion ,activo,5,1,,1,15849901,1,Clase 1,883
1,15,88,,,PROPIEDADES PLANTA Y EQUIPO EN TRANSITO ,activo,3,1,,1,1588,0,Clase 1,884
1,15,88,05,,MAQUINARIA Y EQUIPO ,activo,4,1,,1,158805,0,Clase 1,885
1,15,88,05,01,Maquinaria Y Equipo ,activo,5,1,,1,15880501,1,Clase 1,886
1,15,88,10,,EQUIPO DE OFICINA ,activo,4,1,,1,158810,0,Clase 1,887
1,15,88,10,01,Equipo De Oficina ,activo,5,1,,1,15881001,1,Clase 1,888
1,15,88,15,,EQUIPO DE COMPUTACION Y COMUNICACION ,activo,4,1,,1,158815,0,Clase 1,889
1,15,88,15,01,Equipo De Computacion Y Comunicacion ,activo,5,1,,1,15881501,1,Clase 1,890
1,15,88,20,,EQUIPO MEDICO CIENTIFICO ,activo,4,1,,1,158820,0,Clase 1,891
1,15,88,20,01,Equipo Medico Cientifico ,activo,5,1,,1,15882001,1,Clase 1,892
1,15,88,25,,EQUIPO DE HOTELES Y RESTAURANTES ,activo,4,1,,1,158825,0,Clase 1,893
1,15,88,25,01,Equipo De Hoteles Y Restaurantes ,activo,5,1,,1,15882501,1,Clase 1,894
1,15,88,30,,FLOTA Y EQUIPO DE TRANSPORTE ,activo,4,1,,1,158830,0,Clase 1,895
1,15,88,30,01,Flota Y Equipo De Transporte ,activo,5,1,,1,15883001,1,Clase 1,896
1,15,88,35,,FLOTA Y EQUIPO FLUVIAL Y-O MARITIMO ,activo,4,1,,1,158835,0,Clase 1,897
1,15,88,35,01,Flota Y Equipo Fluvial Y-O Maritimo ,activo,5,1,,1,15883501,1,Clase 1,898
1,15,88,40,,FLOTA Y EQUIPO AEREO ,activo,4,1,,1,158840,0,Clase 1,899
1,15,88,40,01,Flota Y Equipo Aereo ,activo,5,1,,1,15884001,1,Clase 1,900
1,15,88,45,,FLOTA Y EQUIPO FERREO ,activo,4,1,,1,158845,0,Clase 1,901
1,15,88,45,01,Flota Y Equipo Ferreo ,activo,5,1,,1,15884501,1,Clase 1,902
1,15,88,50,,PLANTAS Y REDES ,activo,4,1,,1,158850,0,Clase 1,903
1,15,88,50,01,Plantas Y Redes ,activo,5,1,,1,15885001,1,Clase 1,904
1,15,88,55,,ARMAMENTO DE VIGILANCIA ,activo,4,1,,1,158855,0,Clase 1,905
1,15,88,55,01,Armamento De Vigilancia ,activo,5,1,,1,15885501,1,Clase 1,906
1,15,88,60,,SEMOVIENTES ,activo,4,1,,1,158860,0,Clase 1,907
1,15,88,60,01,Semovientes ,activo,5,1,,1,15886001,1,Clase 1,908
1,15,88,65,,ENVASES Y EMPAQUES ,activo,4,1,,1,158865,0,Clase 1,909
1,15,88,65,01,Envases Y Empaques ,activo,5,1,,1,15886501,1,Clase 1,910
1,15,88,99,,AJUSTES POR INFLACION ,activo,4,1,,1,158899,0,Clase 1,911
1,15,88,99,01,Ajustes Por Inflacion ,activo,5,1,,1,15889901,1,Clase 1,912
1,15,92,,,DEPRECIACION ACUMULADA ,activo,3,1,,1,1592,0,Clase 1,913
1,15,92,05,,CONSTRUCCIONES Y EDIFICACIONES ,activo,4,1,,1,159205,0,Clase 1,914
1,15,92,05,01,Construcciones Y Edificaciones ,activo,5,1,,1,15920501,1,Clase 1,915
1,15,92,10,,MAQUINARIA Y EQUIPO ,activo,4,1,,1,159210,0,Clase 1,916
1,15,92,10,01,Maquinaria Y Equipo ,activo,5,1,,1,15921001,1,Clase 1,917
1,15,92,15,,EQUIPO DE OFICINA ,activo,4,1,,1,159215,0,Clase 1,918
1,15,92,15,01,Equipo De Oficina ,activo,5,1,,1,15921501,1,Clase 1,919
1,15,92,20,,EQUIPO DE COMPUTACION Y COMUNICACION ,activo,4,1,,1,159220,0,Clase 1,920
1,15,92,20,01,Equipo De Computacion Y Comunicacion ,activo,5,1,,1,15922001,1,Clase 1,921
1,15,92,25,,EQUIPO MEDICO CIENTIFICO ,activo,4,1,,1,159225,0,Clase 1,922
1,15,92,25,01,Equipo Medico Cientifico ,activo,5,1,,1,15922501,1,Clase 1,923
1,15,92,30,,EQUIPO DE HOTELES Y RESTAURANTES ,activo,4,1,,1,159230,0,Clase 1,924
1,15,92,30,01,Equipo De Hoteles Y Restaurantes ,activo,5,1,,1,15923001,1,Clase 1,925
1,15,92,35,,FLOTA Y EQUIPO DE TRANSPORTE ,activo,4,1,,1,159235,0,Clase 1,926
1,15,92,35,01,Flota Y Equipo De Transporte ,activo,5,1,,1,15923501,1,Clase 1,927
1,15,92,40,,FLOTA Y EQUIPO FLUVIAL Y-O MARITIMO ,activo,4,1,,1,159240,0,Clase 1,928
1,15,92,40,01,Flota Y Equipo Fluvial Y-O Maritimo ,activo,5,1,,1,15924001,1,Clase 1,929
1,15,92,45,,FLOTA Y EQUIPO AEREO ,activo,4,1,,1,159245,0,Clase 1,930
1,15,92,45,01,Flota Y Equipo Aereo ,activo,5,1,,1,15924501,1,Clase 1,931
1,15,92,50,,FLOTA Y EQUIPO FERREO ,activo,4,1,,1,159250,0,Clase 1,932
1,15,92,50,01,Flota Y Equipo Ferreo ,activo,5,1,,1,15925001,1,Clase 1,933
1,15,92,55,,ACUEDUCTOS PLANTAS Y REDES ,activo,4,1,,1,159255,0,Clase 1,934
1,15,92,55,01,Acueductos Plantas Y Redes ,activo,5,1,,1,15925501,1,Clase 1,935
1,15,92,60,,ARMAMENTO DE VIGILANCIA ,activo,4,1,,1,159260,0,Clase 1,936
1,15,92,60,01,Armamento De Vigilancia ,activo,5,1,,1,15926001,1,Clase 1,937
1,15,92,65,,ENVASES Y EMPAQUES ,activo,4,1,,1,159265,0,Clase 1,938
1,15,92,65,01,Envases Y Empaques ,activo,5,1,,1,15926501,1,Clase 1,939
1,15,92,99,,AJUSTES POR INFLACION ,activo,4,1,,1,159299,0,Clase 1,940
1,15,92,99,01,Ajustes Por Inflacion ,activo,5,1,,1,15929901,1,Clase 1,941
1,15,96,,,DEPRECIACION DIFERIDA ,activo,3,1,,1,1596,0,Clase 1,942
1,15,96,05,,EXCESO FISCAL SOBRE LA CONTABLE ,activo,4,1,,1,159605,0,Clase 1,943
1,15,96,05,01,Exceso Fiscal Sobre La Contable ,activo,5,1,,1,15960501,1,Clase 1,944
1,15,96,10,,DEFECTO FISCAL SOBRE LA CONTABLE (CR) ,activo,4,1,,1,159610,0,Clase 1,945
1,15,96,10,01,Defecto Fiscal Sobre La Contable (Cr) ,activo,5,1,,1,15961001,1,Clase 1,946
1,15,96,99,,AJUSTES POR INFLACION ,activo,4,1,,1,159699,0,Clase 1,947
1,15,96,99,01,Ajustes Por Inflacion ,activo,5,1,,1,15969901,1,Clase 1,948
1,15,97,,,AMORTIZACION ACUMULADA ,activo,3,1,,1,1597,0,Clase 1,949
1,15,97,05,,PLANTACIONES AGRICOLAS Y FORESTALES ,activo,4,1,,1,159705,0,Clase 1,950
1,15,97,05,01,Plantaciones Agricolas Y Forestales ,activo,5,1,,1,15970501,1,Clase 1,951
1,15,97,10,,VIAS DE COMUNICACION ,activo,4,1,,1,159710,0,Clase 1,952
1,15,97,10,01,Vias De Comunicacion ,activo,5,1,,1,15971001,1,Clase 1,953
1,15,97,15,,SEMOVIENTES ,activo,4,1,,1,159715,0,Clase 1,954
1,15,97,15,01,Semovientes ,activo,5,1,,1,15971501,1,Clase 1,955
1,15,97,99,,AJUSTES POR INFLACION ,activo,4,1,,1,159799,0,Clase 1,956
1,15,97,99,01,Ajustes Por Inflacion ,activo,5,1,,1,15979901,1,Clase 1,957
1,15,98,,,AGOTAMIENTO ACUMULADO ,activo,3,1,,1,1598,0,Clase 1,958
1,15,98,05,,MINAS Y CANTERAS ,activo,4,1,,1,159805,0,Clase 1,959
1,15,98,05,01,Minas Y Canteras ,activo,5,1,,1,15980501,1,Clase 1,960
1,15,98,15,,POZOS ARTESIANOS ,activo,4,1,,1,159815,0,Clase 1,961
1,15,98,15,01,Pozos Artesianos ,activo,5,1,,1,15981501,1,Clase 1,962
1,15,98,20,,YACIMIENTOS ,activo,4,1,,1,159820,0,Clase 1,963
1,15,98,20,01,Yacimientos ,activo,5,1,,1,15982001,1,Clase 1,964
1,15,98,99,,AJUSTES POR INFLACION ,activo,4,1,,1,159899,0,Clase 1,965
1,15,98,99,01,Ajustes Por Inflacion ,activo,5,1,,1,15989901,1,Clase 1,966
1,15,99,,,PROVISIONES ,activo,3,1,,1,1599,0,Clase 1,967
1,15,99,04,,TERRENOS ,activo,4,1,,1,159904,0,Clase 1,968
1,15,99,04,01,Terrenos ,activo,5,1,,1,15990401,1,Clase 1,969
1,15,99,06,,MATERIALES PROYECTOS PETROLEROS ,activo,4,1,,1,159906,0,Clase 1,970
1,15,99,06,01,Materiales Proyectos Petroleros ,activo,5,1,,1,15990601,1,Clase 1,971
1,15,99,08,,CONSTRUCCIONES EN CURSO ,activo,4,1,,1,159908,0,Clase 1,972
1,15,99,08,01,Construcciones En Curso ,activo,5,1,,1,15990801,1,Clase 1,973
1,15,99,12,,MAQUINARIA EN MONTAJE ,activo,4,1,,1,159912,0,Clase 1,974
1,15,99,12,01,Maquinaria En Montaje ,activo,5,1,,1,15991201,1,Clase 1,975
1,15,99,16,,CONSTRUCCIONES Y EDIFICACIONES ,activo,4,1,,1,159916,0,Clase 1,976
1,15,99,16,01,Construcciones Y Edificaciones ,activo,5,1,,1,15991601,1,Clase 1,977
1,15,99,20,,MAQUINARIA Y EQUIPO ,activo,4,1,,1,159920,0,Clase 1,978
1,15,99,20,01,Maquinaria Y Equipo ,activo,5,1,,1,15992001,1,Clase 1,979
1,15,99,24,,EQUIPO DE OFICINA ,activo,4,1,,1,159924,0,Clase 1,980
1,15,99,24,01,Equipo De Oficina ,activo,5,1,,1,15992401,1,Clase 1,981
1,15,99,28,,EQUIPO DE COMPUTACION Y COMUNICACION ,activo,4,1,,1,159928,0,Clase 1,982
1,15,99,28,01,Equipo De Computacion Y Comunicacion ,activo,5,1,,1,15992801,1,Clase 1,983
1,15,99,32,,EQUIPO MEDICO CIENTIFICO ,activo,4,1,,1,159932,0,Clase 1,984
1,15,99,32,01,Equipo Medico Cientifico ,activo,5,1,,1,15993201,1,Clase 1,985
1,15,99,36,,EQUIPO DE HOTELES Y RESTAURANTES ,activo,4,1,,1,159936,0,Clase 1,986
1,15,99,36,01,Equipo De Hoteles Y Restaurantes ,activo,5,1,,1,15993601,1,Clase 1,987
1,15,99,40,,FLOTA Y EQUIPO DE TRANSPORTE ,activo,4,1,,1,159940,0,Clase 1,988
1,15,99,40,01,Flota Y Equipo De Transporte ,activo,5,1,,1,15994001,1,Clase 1,989
1,15,99,44,,FLOTA Y EQUIPO FLUVIAL Y-O MARITIMO ,activo,4,1,,1,159944,0,Clase 1,990
1,15,99,44,01,Flota Y Equipo Fluvial Y-O Maritimo ,activo,5,1,,1,15994401,1,Clase 1,991
1,15,99,48,,FLOTA Y EQUIPO AEREO ,activo,4,1,,1,159948,0,Clase 1,992
1,15,99,48,01,Flota Y Equipo Aereo ,activo,5,1,,1,15994801,1,Clase 1,993
1,15,99,52,,FLOTA Y EQUIPO FERREO ,activo,4,1,,1,159952,0,Clase 1,994
1,15,99,52,01,Flota Y Equipo Ferreo ,activo,5,1,,1,15995201,1,Clase 1,995
1,15,99,56,,ACUEDUCTOS- PLANTAS Y REDES ,activo,4,1,,1,159956,0,Clase 1,996
1,15,99,56,01,Acueductos- Plantas Y Redes ,activo,5,1,,1,15995601,1,Clase 1,997
1,15,99,60,,ARMAMENTO DE VIGILANCIA ,activo,4,1,,1,159960,0,Clase 1,998
1,15,99,60,01,Armamento De Vigilancia ,activo,5,1,,1,15996001,1,Clase 1,999
1,15,99,62,,ENVASES Y EMPAQUES ,activo,4,1,,1,159962,0,Clase 1,1000
1,15,99,62,01,Envases Y Empaques ,activo,5,1,,1,15996201,1,Clase 1,1001
1,15,99,64,,PLANTACIONES AGRICOLAS Y FORESTALES ,activo,4,1,,1,159964,0,Clase 1,1002
1,15,99,64,01,Plantaciones Agricolas Y Forestales ,activo,5,1,,1,15996401,1,Clase 1,1003
1,15,99,68,,VIAS DE COMUNICACION ,activo,4,1,,1,159968,0,Clase 1,1004
1,15,99,68,01,Vias De Comunicacion ,activo,5,1,,1,15996801,1,Clase 1,1005
1,15,99,72,,MINAS Y CANTERAS ,activo,4,1,,1,159972,0,Clase 1,1006
1,15,99,72,01,Minas Y Canteras ,activo,5,1,,1,15997201,1,Clase 1,1007
1,15,99,80,,POZOS ARTESIANOS ,activo,4,1,,1,159980,0,Clase 1,1008
1,15,99,80,01,Pozos Artesianos ,activo,5,1,,1,15998001,1,Clase 1,1009
1,15,99,84,,YACIMIENTOS ,activo,4,1,,1,159984,0,Clase 1,1010
1,15,99,84,01,Yacimientos ,activo,5,1,,1,15998401,1,Clase 1,1011
1,15,99,88,,SEMOVIENTES ,activo,4,1,,1,159988,0,Clase 1,1012
1,15,99,88,01,Semovientes ,activo,5,1,,1,15998801,1,Clase 1,1013
1,15,99,92,,PROPIEDADES PLANTA Y EQUIPO EN TRANSITO ,activo,4,1,,1,159992,0,Clase 1,1014
1,15,99,92,01,Propiedades Planta Y Equipo En Transito ,activo,5,1,,1,15999201,1,Clase 1,1015
1,16,,,,INTANGIBLES ,activo,2,1,,1,16,0,Clase 1,1016
1,16,05,,,CREDITO MERCANTIL ,activo,3,1,,1,1605,0,Clase 1,1017
1,16,05,05,,FORMADO O ESTIMADO ,activo,4,1,,1,160505,0,Clase 1,1018
1,16,05,05,01,Formado O Estimado ,activo,5,1,,1,16050501,1,Clase 1,1019
1,16,05,10,,ADQUIRIDO O COMPRADO ,activo,4,1,,1,160510,0,Clase 1,1020
1,16,05,10,01,Adquirido O Comprado ,activo,5,1,,1,16051001,1,Clase 1,1021
1,16,05,99,,AJUSTES POR INFLACION ,activo,4,1,,1,160599,0,Clase 1,1022
1,16,05,99,01,Ajustes Por Inflacion ,activo,5,1,,1,16059901,1,Clase 1,1023
1,16,10,,,MARCAS ,activo,3,1,,1,1610,0,Clase 1,1024
1,16,10,05,,ADQUIRIDAS ,activo,4,1,,1,161005,0,Clase 1,1025
1,16,10,05,01,Adquiridas ,activo,5,1,,1,16100501,1,Clase 1,1026
1,16,10,10,,FORMADAS ,activo,4,1,,1,161010,0,Clase 1,1027
1,16,10,10,01,Formadas ,activo,5,1,,1,16101001,1,Clase 1,1028
1,16,10,99,,AJUSTES POR INFLACION ,activo,4,1,,1,161099,0,Clase 1,1029
1,16,10,99,01,Ajustes Por Inflacion ,activo,5,1,,1,16109901,1,Clase 1,1030
1,16,15,,,PATENTES ,activo,3,1,,1,1615,0,Clase 1,1031
1,16,15,05,,ADQUIRIDAS ,activo,4,1,,1,161505,0,Clase 1,1032
1,16,15,05,01,Adquiridas ,activo,5,1,,1,16150501,1,Clase 1,1033
1,16,15,10,,FORMADAS ,activo,4,1,,1,161510,0,Clase 1,1034
1,16,15,10,01,Formadas ,activo,5,1,,1,16151001,1,Clase 1,1035
1,16,15,99,,AJUSTES POR INFLACION ,activo,4,1,,1,161599,0,Clase 1,1036
1,16,15,99,01,Ajustes Por Inflacion ,activo,5,1,,1,16159901,1,Clase 1,1037
1,16,20,,,CONCESIONES Y FRANQUICIAS ,activo,3,1,,1,1620,0,Clase 1,1038
1,16,20,05,,CONCESIONES ,activo,4,1,,1,162005,0,Clase 1,1039
1,16,20,05,01,Concesiones ,activo,5,1,,1,16200501,1,Clase 1,1040
1,16,20,10,,FRANQUICIAS ,activo,4,1,,1,162010,0,Clase 1,1041
1,16,20,10,01,Franquicias ,activo,5,1,,1,16201001,1,Clase 1,1042
1,16,20,99,,AJUSTES POR INFLACION ,activo,4,1,,1,162099,0,Clase 1,1043
1,16,20,99,01,Ajustes Por Inflacion ,activo,5,1,,1,16209901,1,Clase 1,1044
1,16,25,,,DERECHOS ,activo,3,1,,1,1625,0,Clase 1,1045
1,16,25,05,,DERECHOS DE AUTOR ,activo,4,1,,1,162505,0,Clase 1,1046
1,16,25,05,01,Derechos De Autor ,activo,5,1,,1,16250501,1,Clase 1,1047
1,16,25,10,,PUESTO DE BOLSA ,activo,4,1,,1,162510,0,Clase 1,1048
1,16,25,10,01,Puesto De Bolsa ,activo,5,1,,1,16251001,1,Clase 1,1049
1,16,25,15,,EN FIDEICOMISOS INMOBILIARIOS ,activo,4,1,,1,162515,0,Clase 1,1050
1,16,25,15,01,En Fideicomisos Inmobiliarios ,activo,5,1,,1,16251501,1,Clase 1,1051
1,16,25,20,,EN FIDEICOMISOS DE GARANTIA ,activo,4,1,,1,162520,0,Clase 1,1052
1,16,25,20,01,En Fideicomisos De Garantia ,activo,5,1,,1,16252001,1,Clase 1,1053
1,16,25,25,,EN FIDEICOMISOS DE ADMINISTRACION ,activo,4,1,,1,162525,0,Clase 1,1054
1,16,25,25,01,En Fideicomisos De Administracion ,activo,5,1,,1,16252501,1,Clase 1,1055
1,16,25,95,,OTROS ,activo,4,1,,1,162595,0,Clase 1,1056
1,16,25,95,01,Otros ,activo,5,1,,1,16259501,1,Clase 1,1057
1,16,25,99,,AJUSTES POR INFLACION ,activo,4,1,,1,162599,0,Clase 1,1058
1,16,25,99,01,Ajustes Por Inflacion ,activo,5,1,,1,16259901,1,Clase 1,1059
1,16,30,,,KNOW HOW ,activo,3,1,,1,1630,0,Clase 1,1060
1,16,30,99,,AJUSTES POR INFLACION ,activo,4,1,,1,163099,0,Clase 1,1061
1,16,30,99,01,Ajustes Por Inflacion ,activo,5,1,,1,16309901,1,Clase 1,1062
1,16,35,,,LICENCIAS ,activo,3,1,,1,1635,0,Clase 1,1063
1,16,35,99,,AJUSTES POR INFLACION ,activo,4,1,,1,163599,0,Clase 1,1064
1,16,35,99,01,Ajustes Por Inflacion ,activo,5,1,,1,16359901,1,Clase 1,1065
1,16,98,,,AMORTIZACION ACUMULADA ,activo,3,1,,1,1698,0,Clase 1,1066
1,16,98,05,,CREDITO MERCANTIL ,activo,4,1,,1,169805,0,Clase 1,1067
1,16,98,05,01,Credito Mercantil ,activo,5,1,,1,16980501,1,Clase 1,1068
1,16,98,10,,MARCAS ,activo,4,1,,1,169810,0,Clase 1,1069
1,16,98,10,01,Marcas ,activo,5,1,,1,16981001,1,Clase 1,1070
1,16,98,15,,PATENTES ,activo,4,1,,1,169815,0,Clase 1,1071
1,16,98,15,01,Patentes ,activo,5,1,,1,16981501,1,Clase 1,1072
1,16,98,20,,CONCESIONES Y FRANQUICIAS ,activo,4,1,,1,169820,0,Clase 1,1073
1,16,98,20,01,Concesiones Y Franquicias ,activo,5,1,,1,16982001,1,Clase 1,1074
1,16,98,30,,DERECHOS ,activo,4,1,,1,169830,0,Clase 1,1075
1,16,98,30,01,Derechos ,activo,5,1,,1,16983001,1,Clase 1,1076
1,16,98,35,,KNOW HOW ,activo,4,1,,1,169835,0,Clase 1,1077
1,16,98,35,01,Know How ,activo,5,1,,1,16983501,1,Clase 1,1078
1,16,98,40,,LICENCIAS ,activo,4,1,,1,169840,0,Clase 1,1079
1,16,98,40,01,Licencias ,activo,5,1,,1,16984001,1,Clase 1,1080
1,16,98,99,,AJUSTES POR INFLACION ,activo,4,1,,1,169899,0,Clase 1,1081
1,16,98,99,01,Ajustes Por Inflacion ,activo,5,1,,1,16989901,1,Clase 1,1082
1,16,99,,,PROVISIONES ,activo,3,1,,1,1699,0,Clase 1,1083
1,17,,,,DIFERIDOS ,activo,2,1,,1,17,0,Clase 1,1084
1,17,05,,,GASTOS PAGADOS POR ANTICIPADO ,activo,3,1,,1,1705,0,Clase 1,1085
1,17,05,05,,INTERESES ,activo,4,1,,1,170505,0,Clase 1,1086
1,17,05,05,01,Intereses ,activo,5,1,,1,17050501,1,Clase 1,1087
1,17,05,10,,HONORARIOS ,activo,4,1,,1,170510,0,Clase 1,1088
1,17,05,10,01,Honorarios ,activo,5,1,,1,17051001,1,Clase 1,1089
1,17,05,15,,COMISIONES ,activo,4,1,,1,170515,0,Clase 1,1090
1,17,05,15,01,Comisiones ,activo,5,1,,1,17051501,1,Clase 1,1091
1,17,05,20,,SEGUROS Y FIANZAS ,activo,4,1,,1,170520,0,Clase 1,1092
1,17,05,20,01,Seguros Y Fianzas ,activo,5,1,,1,17052001,1,Clase 1,1093
1,17,05,25,,ARRENDAMIENTOS ,activo,4,1,,1,170525,0,Clase 1,1094
1,17,05,25,01,Arrendamientos ,activo,5,1,,1,17052501,1,Clase 1,1095
1,17,05,30,,BODEGAJES ,activo,4,1,,1,170530,0,Clase 1,1096
1,17,05,30,01,Bodegajes ,activo,5,1,,1,17053001,1,Clase 1,1097
1,17,05,35,,MANTENIMIENTO EQUIPOS ,activo,4,1,,1,170535,0,Clase 1,1098
1,17,05,35,01,Mantenimiento Equipos ,activo,5,1,,1,17053501,1,Clase 1,1099
1,17,05,40,,SERVICIOS ,activo,4,1,,1,170540,0,Clase 1,1100
1,17,05,40,01,Servicios ,activo,5,1,,1,17054001,1,Clase 1,1101
1,17,05,45,,SUSCRIPCIONES ,activo,4,1,,1,170545,0,Clase 1,1102
1,17,05,45,01,Suscripciones ,activo,5,1,,1,17054501,1,Clase 1,1103
1,17,05,95,,OTROS ,activo,4,1,,1,170595,0,Clase 1,1104
1,17,05,95,01,Otros ,activo,5,1,,1,17059501,1,Clase 1,1105
1,17,10,,,CARGOS DIFERIDOS ,activo,3,1,,1,1710,0,Clase 1,1106
1,17,10,04,,ORGANIZACION Y PREOPERATIVOS ,activo,4,1,,1,171004,0,Clase 1,1107
1,17,10,04,01,Organizacion Y Preoperativos ,activo,5,1,,1,17100401,1,Clase 1,1108
1,17,10,08,,REMODELACIONES ,activo,4,1,,1,171008,0,Clase 1,1109
1,17,10,08,01,Remodelaciones ,activo,5,1,,1,17100801,1,Clase 1,1110
1,17,10,12,,ESTUDIOS- INVESTIGACIONES Y PROYECTOS ,activo,4,1,,1,171012,0,Clase 1,1111
1,17,10,12,01,Estudios- Investigaciones Y Proyectos ,activo,5,1,,1,17101201,1,Clase 1,1112
1,17,10,16,,PROGRAMAS PARA COMPUTADOR (SOFTWARE) ,activo,4,1,,1,171016,0,Clase 1,1113
1,17,10,16,01,Programas Para Computador (Software) ,activo,5,1,,1,17101601,1,Clase 1,1114
1,17,10,20,,UTILES Y PAPELERIA ,activo,4,1,,1,171020,0,Clase 1,1115
1,17,10,20,01,Utiles Y Papeleria ,activo,5,1,,1,17102001,1,Clase 1,1116
1,17,10,24,,MEJORAS A PROPIEDADES AJENAS ,activo,4,1,,1,171024,0,Clase 1,1117
1,17,10,24,01,Mejoras A Propiedades Ajenas ,activo,5,1,,1,17102401,1,Clase 1,1118
1,17,10,28,,CONTRIBUCIONES Y AFILIACIONES ,activo,4,1,,1,171028,0,Clase 1,1119
1,17,10,28,01,Contribuciones Y Afiliaciones ,activo,5,1,,1,17102801,1,Clase 1,1120
1,17,10,32,,ENTRENAMIENTO DE PERSONAL ,activo,4,1,,1,171032,0,Clase 1,1121
1,17,10,32,01,Entrenamiento De Personal ,activo,5,1,,1,17103201,1,Clase 1,1122
1,17,10,36,,FERIAS Y EXPOSICIONES ,activo,4,1,,1,171036,0,Clase 1,1123
1,17,10,36,01,Ferias Y Exposiciones ,activo,5,1,,1,17103601,1,Clase 1,1124
1,17,10,40,,LICENCIAS ,activo,4,1,,1,171040,0,Clase 1,1125
